sku,fields.name,fields.brand,fields.description,fields.material,fields.pattern,fields.bullet_1,fields.bullet_2,fields.bullet_3,fields.bullet_4,fields.bullet_5,fields.country_of_origin,fields.import_description,fields.assembly_details,fields.frame_color,fields.material_frame,fields.targeted_audience,fields.subtype,fields.maximum_seating_capacity,fields.number_of_piece,fields.seat_depth,fields.seat_height_floor_to_set_top,fields.seat_width,fields.target_listing_action,fields.target_posting_template,fields.warranty,fields.target_sku,fields.cushion_type,fields.arm_type,fields.cushion_textiles_1,fields.maximum_set_seating_capacity,fields.seating_piece_1_depth,fields.seating_piece_1_height,fields.seating_piece_1_seat_depth,fields.seating_piece_1_type,fields.seating_piece_1_weight,fields.seating_piece_1_width,fields.shape,fields.tabletop_thickness,fields.material_textile_1,fields.pattern_group,fields.seat_back_height,fields.upholstery,fields.material_furniture_hardware,fields.cushion_material_fill_1,fields.seating_piece_1_material_seat,fields.seating_piece_1_seat_back_height,fields.battery_1_information,fields.capacity_volume,fields.care_and_cleaning,fields.pet_type,fields.base_height,fields.base_length,fields.base_width,fields.base_weight,fields.maximum_pole_diameter_accommodated,fields.base_weight_approximate_when_filled,fields.fillable_base,fields.power_source,fields.closure_type,fields.material_fill_1,fields.seat_cushion_depth,fields.seat_cushion_thickness,fields.seat_cushion_width,fields.height_adjustability,fields.seat_height_maximum_floor_to_seat_top,fields.seat_height_minimum_floor_to_seat_top,fields.includes,fields.pole_diameter,fields.pole_height,fields.umbrella_lift_type,fields.umbrella_shade_color,fields.umbrella_weight,fields.umbrella_width,fields.ligthed,fields.umbrella_length,fields.umbrella_tilt,fields.lighted,fields.number_of_settings,fields.heat_coverage,fields.maximum_heat_output,fields.extension_table,fields.table_base_style,fields.table_piece_1_number_of_seats_accommodated,fields.table_piece_1_floor_to_apron_height,fields.table_piece_1_height,fields.table_piece_1_length,fields.table_piece_1_weight,fields.table_piece_1_width,fields.number_of_seats_accommodated,fields.material_surface,fields.floor_to_apron_height,fields.pet_lifestage,fields.protective_qualities,fields.table_piece_1_type,fields.seat_or_cushion_color,fields.required_not_included,fields.material_fill_percentage_1,fields.seat_back_width,fields.material_tabletop,options.0,options.1
variant-1780,WestinTrends Alexandria Mid-Century Modern Faux Shearling Shearling Round Storage Ottoman,WestinTrends,"<p>Elevate your living space with this versatile round Shearling ottoman, featuring ample storage for toys, small blankets, or other essentials. Its compact size makes it ideal for smaller spaces, while the plush, foam-filled lid provides comfortable seating or a convenient footrest. Enjoy the perfect blend of style and functionality with this luxurious small-circle ottoman with storage.<p><strong>Features</strong><ul><li>Upholstered All Around with a Soft Shearling Fabric<li>Removable Lid Top with an Inner Storage Space Dimensions of 12"" D x 12"" W x 11.5"" H<li>Constructed with Solid Plywood for added durability<li>Mutlifunctional Design Allows you to Use as an Extra Seat and Storage Space<li>Lightweight and Simple to Move around<li>Durable Frame That Can Support Up To 300lbs<li>Protective Foot Pads to Prevent Damage to Your Floors</ul><p><strong>Details: </strong><ul><li>Product Type: Ottomans & Poufs<li>Dimensions: 17.25"" W x 17.25"" D x 16"" H<li>Weight: 10.5 Lbs.<li>Storage Space Height: 11.5""<li>Weight Capacity: 300 Lbs.</ul>",,Solid,Upholstered All Around with a Soft Faux Shearling Fabric,"Removable Lid Top with an Inner Storage Space Dimensions of 12"" D x 12"" W x 11.5"" H",Constructed with Solid Plywood for added durability,Mutlifunctional Design Allows you to Use as an Extra Seat and Storage Space,Lightweight and Simple to Move around,,imported,No Assembly Required,,Wood Composite,All Ages,Storage Ottomans,,1,,16,,FULL,Ottomans and Benches,30 Day Limited Warranty,,,,,,,,,,,,,,Faux Shearling,Solid,,Upholstered,,,,,,,Spot or Wipe Clean,,,17,17,10,,,,,,Polyurethane Foam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,size,color
variant-1785,WestinTrends Malibu 5-Piece HDPE Outdoor Patio Furniture Couch and Rocking Chair Set,WestinTrends,"Experience the ultimate in outdoor comfort with our 5-piece set of durable and stylish HDPE that consist our charming patio rocking chair, loveseat , side table, coffee table, and charming garden chair. Crafted from high-quality, UV and fade-resistant HDPE, this patio conversation set is able to withstand the outdoor elements off thanks to the all weather material. Designed with comfort in mind with the contoured seats that relieve tension while sitting and the smooth rails on the rocking chair that offer a soft and gentle rocking experience.",HDPE (High-Density Polyethylene),Solid,"Set Includes: One (1) Patio Garden Chair, One (1) Patio Rocking Chair, One (1) Patio Garden Bench, One (1) Patio Coffee Table, and One (1) Patio Side Table",Constructed from durable HDPE material and designed to be stable and sturdy,Weather resistant to protect against the harsh outdoor elements,Fade and UV resistant to protect against the sun,Reinforced design with the sturdy triangle construction under the front seats to add more durability and and allow the garden chair to hold up to 300lbs while the bench can hold up to 600lbs,China,imported,"Adult Assembly Required, Tools Provided",,HDPE (High-Density Polyethylene),All Ages,Patio Conversation Sets,4,5,18,17,22,FULL,Patio Seating Sets,30 Day Limited Warranty,,Hard Seat (No Cushion),Fixed Arms,No Cushion,4,24.25,34.5,19,Patio Arm Chair,196,28.25,,,,Solid,,,,,,19,,,Spot or Wipe Clean,,,24.25,28.25,196,,,,,,,,,,,,,1 Arm Chair,,,,,,,,,,,,,,,,,,17,22,16.5,35.5,4,,,,All-Weather Design,Patio Accent Table,,,,,,size,color
variant-1787,WestinTrends Malibu 3-Piece HDPE Outdoor Patio Furniture Couch and Coffee Table Set,WestinTrends,"Experience the ultimate in outdoor comfort with our 3-piece set of durable and stylish HDPE that consist our charming patio loveseats and coffee table. Crafted from high-quality, UV and fade-resistant HDPE, this patio conversation set is able to withstand the outdoor elements off thanks to the all weather material. Designed with comfort in mind with the contoured seats that relieve tension while sitting and plenty of space for your drinks and snacks with the patio coffee table.",HDPE (High-Density Polyethylene),Solid,"Set Includes: Two (2) Patio Garden Benches, One (1) Patio Coffee Table",Constructed from durable HDPE material and designed to be stable and sturdy,Weather resistant to protect against the harsh outdoor elements,Fade and UV resistant to protect against the sun,Reinforced design with the sturdy triangle construction under the front seats to add more durability can hold up to 600lbs on each bench,China,imported,"Adult Assembly Required, Tools Provided",,HDPE (High-Density Polyethylene),All Ages,Patio Conversation Sets,4,3,18,17,45,FULL,Patio Seating Sets,30 Day Limited Warranty,,Hard Seat (No Cushion),Fixed Arms,Polyester,4,25,34.5,19,Patio Bench,157.75,51,,,,Solid,,,,,,19,,,Spot or Wipe Clean,,,25,51,157.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,22.25,34.25,35.75,4,,,,All-Weather Design,Patio Coffee Table,,,,,,size,color
variant-1792,WestinTrends Malibu 4-Piece HDPE Outdoor Patio Furniture Couch Set,WestinTrends,"Experience the ultimate in outdoor comfort with our 4-piece set of durable and stylish HDPE Adirondack garden arm chair, garden bench, outdoor coffee table and our charming square HDPE Adirondack table. Crafted from high-quality, UV and fade-resistant HDPE, these chairs are designed to withstand the elements and retain its beauty for years to come. The contoured seat and backrest provide optimal support, ensuring hours of relaxation.",HDPE (High-Density Polyethylene),Solid,"Set Includes: One (1) Patio Garden Chair, One (1) Patio Garden Bench, One (1) Patio Coffee Table, One (1) Patio Side Table",Constructed from durable HDPE material and designed to be stable and sturdy,Weather resistant to protect against the harsh outdoor elements,Fade and UV resistant to protect against the sun,Reinforced design with the sturdy triangle construction under the front seats to add more durability and and allow the garden chair to hold up to 300lbs while the bench can hold up to 600lbs,China,imported,"Adult Assembly Required, Tools Provided",,HDPE (High-Density Polyethylene),All Ages,Patio Conversation Sets,3,4,18,17,17,FULL,Patio Seating Sets,30 Day Limited Warranty,,Hard Seat (No Cushion),Fixed Arms,,3,24.25,34.5,19,Patio Arm Chair,153,28.25,,,,Solid,,,,,,19,,,Spot or Wipe Clean,,,24.25,28.25,153,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,22.25,16.5,35.75,3,,,,All-Weather Design,Patio Accent Table,,,,,,size,color
variant-1797,WestinTrends Highland 3-Piece Outdoor Patio HDPE Adirondack Chair With Cup Holder and Table Set,WestinTrends,"Relax in style with our classic 3-peice Adirondack chairs and table set, featuring a hidden cup holder for ultimate convenience. Crafted from durable, weather-resistant, UV and fade-resistant HDPE, this chair is designed to withstand the elements and provide lasting comfort. The contoured seat and backrest offer optimal support, while the hidden cup holder keeps your drink within reach or keep another one within reach with the charming 14"" inch wide side table.",HDPE (High-Density Polyethylene),Solid,"Set Includes: Two (2) Adirondack Chair with Cup Holder and One (1) 14"" Inch Wide Side Table",Constructed from durable HDPE material and designed to be stable and sturdy,Weather resistant to protect against the harsh outdoor elements,Fade and UV resistant to protect against the sun,Hidden cup holder to hold your drinks on those warm or cold afternoons,China,imported,"Adult Assembly Required, Tools Provided",,HDPE (High-Density Polyethylene),All Ages,Patio Conversation Sets,2,3,19.5,15,20.75,FULL,Patio Seating Sets,30 Day Limited Warranty,,Hard Seat (No Cushion),Fixed Arms,No Cushion,2,33,36.75,30.5,Adirondack chair,85,29.5,,,,Solid,,,,,,30.5,,,Spot or Wipe Clean,,,33,29.5,85,,,,,,,,,,,,,2 Adirondack Chairs,,,,,,,,,,,,,,,,,,18.5,14,9,14,2,,,,All-Weather Design,Patio Accent Table,,,,,,size,color
variant-1805,WestinTrends Highland 4-Piece Outdoor Patio HDPE Adirondack Chairs With Ottomans and Cup Holder Set,WestinTrends,"Relax in style with our 4-piece Set of classic Adirondack chairs, featuring a hidden cup holder and foldable ottomans for ultimate convenience. Crafted from durable, weather-resistant, UV and fade-resistant HDPE, this chair is designed to withstand the elements and provide lasting comfort. The contoured seat with the waterfall and backrest offer optimal support, while the hidden cup holder keeps your drink within reach",HDPE (High-Density Polyethylene),Solid,Set Includes: Two (2) Adirondack Chair with Cup Holder and Two (2) Folding Ottoman,Constructed from Durable HDPE Material and Designed to be Stable and Sturdy,Weather Resistant to Protect Against the Harsh Outdoor Elements,Fade and UV Resistant to Protect Against the Sun,Hidden Cup Holder to Hold Your Drinks on Those Warm or Cold Afternoons and Can be Hidden for a More Classic Adirondack Chair Look,China,imported,"Adult Assembly Required, Tools Provided",,HDPE (High-Density Polyethylene),All Ages,Patio Conversation Sets,2,4,19.5,15,20.75,FULL,Patio Seating Sets,30 Day Limited Warranty,,Hard Seat (No Cushion),Fixed Arms,No Cushion,2,33,36.75,30.5,Adirondack chair,93.5,29.5,,,,Solid,,,,,,30.5,,,Spot or Wipe Clean,,,33,29.5,93.5,,,,,,,,,,,,,2 Adirondack Chairs,,,,,,,,,,,,,,,,,,,,,,2,,,,All-Weather Design,,,,,,,size,color
variant-1810,WestinTrends Highland 5-Piece Adirondack Chair with Folding Ottoman and Table Set,WestinTrends,"Relax in style with our 5-piece Adirondack chair with cup holder, ottoman, and side table set for ultimate convenience. Crafted from durable, weather-resistant, UV and fade-resistant HDPE, this chair is designed to withstand the elements and provide lasting comfort. The contoured seat with the waterfall and backrest offer optimal support, while the hidden cup holder keeps your drink within reach and a the helpful patio side table can hold extra drinks or snacks.",HDPE (High-Density Polyethylene),Solid,"Set Includes: Two (2) Adirondack Chairs with Cup Holder, Two (2) Folding Ottomans, One (1) Patio Side Table",Constructed from Durable HDPE Material and Designed to be Stable and Sturdy,Weather Resistant to Protect Against the Harsh Outdoor Elements,Fade and UV Resistant to Protect Against the Sun,"Hidden Cup Holder to Hold Your Drinks on Those Warm or Cold Afternoons and Can be Hidden for a More Classic Adirondack Chair Look and a 14"" Inch Side Table for Plenty of Space for More Drinks or Snacks",China,imported,"Adult Assembly Required, Tools Provided",,HDPE (High-Density Polyethylene),All Ages,Patio Conversation Sets,2,5,19.5,15,20.75,FULL,Patio Seating Sets,30 Day Limited Warranty,,Hard Seat (No Cushion),Fixed Arms,No Cushion,2,33,36.75,30.5,Adirondack chair,102.5,29.5,,,,Solid,,,,,,30.5,,,Spot or Wipe Clean,,,33,29.5,102.5,,,,,,,,,,,,,2 Adirondack Chairs,,,,,,,,,,,,,,,,,,18.5,14,9,14,2,,,,All-Weather Design,Patio Accent Table,,,,,,size,color
variant-1812,WestinTrends Highland 3-Piece Adirondack Chairs with Cup Holders and Coffee Table Set,WestinTrends,"Relax in style with our 3-piece Adirondack chairs with cup holder and Coffee table set for ultimate convenience. Crafted from durable, weather-resistant, UV and fade-resistant HDPE, designed to withstand the elements and provide lasting comfort. The contoured seat with the waterfall and backrest offer optimal support, while the hidden cup holder keeps your drink within reach and the helpful patio coffee table can hold extra drinks or snacks.",HDPE (High-Density Polyethylene),Solid,Set Includes: Two (2) Adirondack Chairs with Cup Holders and One (1) Patio Coffee Table,Constructed from Durable HDPE Material and Designed to be Stable and Sturdy,Weather Resistant to Protect Against the Harsh Outdoor Elements,Fade and UV Resistant to Protect Against the Sun,"Hidden Cup Holder to Hold Your Drinks on Those Warm or Cold Afternoons and Can be Hidden for a More Classic Adirondack Chair Look and a 35"" Inch Wide Coffee Table for Plenty of Space for More Drinks or Snacks",China,imported,"Adult Assembly Required, Tools Provided",,HDPE (High-Density Polyethylene),All Ages,Patio Conversation Sets,2,3,19.5,15,20.75,FULL,Patio Seating Sets,30 Day Limited Warranty,,Hard Seat (No Cushion),Fixed Arms,No Cushion,2,33,36.75,30.5,Adirondack chair,98,29.5,,,,Solid,,,,,,30.5,,,Spot or Wipe Clean,,,33,29.5,98,,,,,,,,,,,,,2 Adirondack Chairs,,,,,,,,,,,,,,,,,,16.25,18,22,36,2,,,,All-Weather Design,Patio Coffee Table,,,,,,size,color
variant-1815,WestinTrends Highland 4-Piece Adirondack Chairs with Cup Holders and Table Set,WestinTrends,"Relax in style with our 4-piece Adirondack chairs with cup holder and table set for ultimate convenience. Crafted from durable, weather-resistant, UV and fade-resistant HDPE, designed to withstand the elements and provide lasting comfort. The contoured seat with the waterfall and backrest offer optimal support, while the hidden cup holder keeps your drink within reach and the helpful patio coffee table and side table that  can hold extra drinks or snacks.",HDPE (High-Density Polyethylene),Solid,"Set Includes: Two (2) Adirondack Chairs with Cup Holders, One (1) Patio Coffee Table, and One (1) Patio Side Table",Constructed from Durable HDPE Material and Designed to be Stable and Sturdy,Weather Resistant to Protect Against the Harsh Outdoor Elements,Fade and UV Resistant to Protect Against the Sun,"Hidden Cup Holder to Hold Your Drinks on Those Warm or Cold Afternoons and Can be Hidden for a More Classic Adirondack Chair Look with a 35"" Inch Wide Coffee Table and 14"" Inch Wide Side Table for Plenty of Space for More Drinks or Snacks",China,imported,"Adult Assembly Required, Tools Provided",,HDPE (High-Density Polyethylene),All Ages,Patio Conversation Sets,2,4,19.5,15,20.75,FULL,Patio Seating Sets,30 Day Limited Warranty,,Hard Seat (No Cushion),Fixed Arms,No Cushion,2,33,36.75,30.5,Adirondack chair,107,29.5,,,,Solid,,,,,,30.5,,,Spot or Wipe Clean,,,33,29.5,107,,,,,,,,,,,,,2 Adirondack Chairs,,,,,,,,,,,,,,,,,,16.25,18,22,36,2,,,,All-Weather Design,Patio Accent Table,,,,,,size,color
variant-1817,WestinTrends Highland 7-Piece HDPE Outdoor Patio Furniture Adirondack Conversation Set,WestinTrends,"Relax in style with our 7-piece Adirondack chairs with cup holder and table set for ultimate convenience. Crafted from durable, weather-resistant, UV and fade-resistant HDPE, designed to withstand the elements and provide lasting comfort. The contoured seat with the waterfall and backrest offer optimal support, while the hidden cup holder keeps your drink within reach and the helpful patio coffee table and side table that  can hold extra drinks or snacks.",HDPE (High-Density Polyethylene),Solid,"Set Includes: Four (4) Adirondack Chairs with Cup Holders, One (1) Patio Coffee Table, and Two (2) Patio Side Table",Constructed from Durable HDPE Material and Designed to be Stable and Sturdy,Weather Resistant to Protect Against the Harsh Outdoor Elements,Fade and UV Resistant to Protect Against the Sun,"Hidden Cup Holder to Hold Your Drinks on Those Warm or Cold Afternoons and Can be Hidden for a More Classic Adirondack Chair Look with a 35"" Inch Wide Coffee Table and 14"" Inch Wide Side Table for Plenty of Space for More Drinks or Snacks",China,imported,"Adult Assembly Required, Tools Provided",,HDPE (High-Density Polyethylene),All Ages,Patio Conversation Sets,4,7,19.5,15,20.75,FULL,Patio Seating Sets,30 Day Limited Warranty,,Hard Seat (No Cushion),Fixed Arms,No Cushion,4,33,36.75,30.5,Adirondack chair,192,29.5,,,,Solid,,,,,,30.5,,,Spot or Wipe Clean,,,33,29.5,192,,,,,,,,,,,,,4 Adirondack Chairs,,,,,,,,,,,,,,,,,,16.25,18,22,36,4,,,,All-Weather Design,Patio Accent Table,,,,,,size,color
variant-1822,WestinTrends Highland 12-Piece HDPE Outdoor Patio Furniture Adirondack Chair Conversation Table Set,WestinTrends,"Relax in style with our 12-piece Adirondack chair with cup holder, ottoman, and side table set for ultimate convenience. Crafted from durable, weather-resistant, UV and fade-resistant HDPE, this chair is designed to withstand the elements and provide lasting comfort. The contoured seat with the waterfall and backrest offer optimal support, while the hidden cup holder keeps your drink within reach and a the helpful 14"" inch wide patio side table can hold extra drinks or snacks.",HDPE (High-Density Polyethylene),Solid,"Set Includes: Six (6) Adirondack Chairs with Cup Holder, Three (3) Folding Ottomans, Three (3) Patio Side Table",Constructed from Durable HDPE Material and Designed to be Stable and Sturdy,Weather Resistant to Protect Against the Harsh Outdoor Elements,Fade and UV Resistant to Protect Against the Sun,"Hidden Cup Holder to Hold Your Drinks on Those Warm or Cold Afternoons and Can be Hidden for a More Classic Adirondack Chair Look and a 14"" Inch Side Table for Plenty of Space for More Drinks or Snacks",China,imported,"Adult Assembly Required, Tools Provided",,HDPE (High-Density Polyethylene),All Ages,Patio Conversation Sets,6,12,19.5,15,20.75,FULL,Patio Seating Sets,30 Day Limited Warranty,,Hard Seat (No Cushion),Fixed Arms,No Cushion,6,33,36.75,30.5,Adirondack chair,281.25,29.5,,,,Solid,,,,,,30.5,,,Spot or Wipe Clean,,,33,29.5,281.25,,,,,,,,,,,,,6 Arm Chairs,,,,,,,,,,,,,,,,,,18.5,14,22,36,6,,,,All-Weather Design,Patio Accent Table,,,,,,size,color
variant-1827,WestinTrends Highland Outdoor Patio HDPE Adirondack Chair With Cup Holder,WestinTrends,"Relax in style with our classic Adirondack chair, featuring a hidden cup holder for ultimate convenience. Crafted from durable, weather-resistant, UV and fade-resistant HDPE, this chair is designed to withstand the elements and provide lasting comfort. The contoured seat and backrest offer optimal support, while the hidden cup holder keeps your drink within reach",HDPE (High-Density Polyethylene),Solid,Constructed from durable HDPE material and designed to be stable and sturdy,Weather resistant to protect against the harsh outdoor elements,Fade and UV resistant to protect against the sun,Hidden cup holder to hold your drinks on those warm or cold afternoons,"20"" Inch wide seat for a spacious seat wth a contoured seat",China,imported,"Adult Assembly Required, Tools Provided",,HDPE (High-Density Polyethylene),All Ages,Adirondack Chairs,1,1,19.5,15,20.75,FULL,Patio Accent Chairs,30 Day Limited Warranty,,Hard Seat (No Cushion),Fixed Arms,No Cushion,,,,,,,,,,,Solid,,,,,,,,,Spot or Wipe Clean,,,33,29.5,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,All-Weather Design,,,,,,,size,color
